Date,Transaction Description,Category,Amount,Type,Year,Month_Num,Month_Period,Month_dt,Quarter,Day_of_Week,DOW_Num,Is_Weekend,Week_of_Year,Month_Name,Season,Expense_Type,Budget_Category,Is_Discretionary,Monthly_Budget_Limit,Amount_ZScore,Is_Outlier
2021-01-29,Law read citizen.,Utilities,521.37,Expense,2021,1,2021-01,2021-01-01,Q1_2021,Friday,4,False,4,Jan,Winter,Fixed,Needs,False,350.0,0.7124591924575306,False
2021-02-02,Less future century technology.,Salary,1935.09,Income,2021,2,2021-02,2021-02-01,Q1_2021,Tuesday,1,False,5,Feb,Winter,Income/Other,Income/Other,False,0.0,1.54662638122862,False
2021-02-05,Wish candidate have no.,Health & Fitness,1610.42,Expense,2021,2,2021-02,2021-02-01,Q1_2021,Friday,4,False,5,Feb,Winter,Variable,Needs,False,300.0,1.1173868298847032,False
2021-02-05,Letter environment easy.,Rent,290.11,Expense,2021,2,2021-02,2021-02-01,Q1_2021,Friday,4,False,5,Feb,Winter,Fixed,Needs,False,1200.0,1.2668259026875845,False
2021-02-08,Face his.,Shopping,1934.87,Expense,2021,2,2021-02,2021-02-01,Q1_2021,Monday,0,False,6,Feb,Winter,Variable,Wants,True,600.0,1.7355826423437506,False
2021-02-08,While total spend.,Health & Fitness,189.7,Expense,2021,2,2021-02,2021-02-01,Q1_2021,Monday,0,False,6,Feb,Winter,Variable,Needs,False,300.0,1.3055431151054044,False
2021-02-09,Couple city you level.,Travel,1077.78,Expense,2021,2,2021-02,2021-02-01,Q1_2021,Tuesday,1,False,6,Feb,Winter,Variable,Wants,True,500.0,0.03380502581649919,False
2021-02-09,Age war measure whom.,Travel,1173.27,Expense,2021,2,2021-02,2021-02-01,Q1_2021,Tuesday,1,False,6,Feb,Winter,Variable,Wants,True,500.0,0.20906289953759483,False
2021-02-11,Good anything manager think pressure.,Health & Fitness,225.61,Expense,2021,2,2021-02,2021-02-01,Q1_2021,Thursday,3,False,6,Feb,Winter,Variable,Needs,False,300.0,1.2443013402837682,False
2021-02-11,Mr suggest issue.,Food & Drink,1242.9,Expense,2021,2,2021-02,2021-02-01,Q1_2021,Thursday,3,False,6,Feb,Winter,Variable,Needs,False,800.0,0.2884032717790305,False
2021-02-13,Shake hand hundred now.,Health & Fitness,1831.36,Expense,2021,2,2021-02,2021-02-01,Q1_2021,Saturday,5,True,6,Feb,Winter,Variable,Needs,False,300.0,1.494183202179113,False
2021-02-16,Network available mean share.,Rent,1274.45,Expense,2021,2,2021-02,2021-02-01,Q1_2021,Tuesday,1,False,7,Feb,Winter,Fixed,Needs,False,1200.0,0.5347492206889807,False
2021-02-18,Quite budget window hour some.,Travel,1301.99,Expense,2021,2,2021-02,2021-02-01,Q1_2021,Thursday,3,False,7,Feb,Winter,Variable,Wants,True,500.0,0.44530955892998597,False
2021-02-19,Voice sense current meeting matter.,Investment,804.0,Income,2021,2,2021-02,2021-02-01,Q1_2021,Friday,4,False,7,Feb,Winter,Income/Other,Savings,False,0.0,1.377720268039124,False
2021-02-20,Case four.,Salary,241.08,Income,2021,2,2021-02,2021-02-01,Q1_2021,Saturday,5,True,7,Feb,Winter,Income/Other,Income/Other,False,0.0,1.31934541943027,False
2021-02-21,Lead paper middle foreign party.,Utilities,783.41,Expense,2021,2,2021-02,2021-02-01,Q1_2021,Sunday,6,True,7,Feb,Winter,Fixed,Needs,False,350.0,0.2613776923412361,False
2021-02-23,Wrong school federal from.,Shopping,1178.81,Expense,2021,2,2021-02,2021-02-01,Q1_2021,Tuesday,1,False,8,Feb,Winter,Variable,Wants,True,600.0,0.3625025226674873,False
2021-02-24,Majority none little admit former.,Shopping,1313.29,Expense,2021,2,2021-02,2021-02-01,Q1_2021,Wednesday,2,False,8,Feb,Winter,Variable,Wants,True,600.0,0.6067315712801158,False
2021-02-27,On someone rise read.,Shopping,1878.72,Expense,2021,2,2021-02,2021-02-01,Q1_2021,Saturday,5,True,8,Feb,Winter,Variable,Wants,True,600.0,1.633608660490694,False
2021-02-28,Listen whose situation simply officer.,Health & Fitness,442.37,Expense,2021,2,2021-02,2021-02-01,Q1_2021,Sunday,6,True,8,Feb,Winter,Variable,Needs,False,300.0,0.8746336401908184,False
2021-03-02,Lose modern return simple herself.,Entertainment,1712.35,Expense,2021,3,2021-03,2021-03-01,Q1_2021,Tuesday,1,False,9,Mar,Spring,Variable,Wants,True,400.0,1.212769751978333,False
2021-03-02,Occur red.,Other,4960.0,Income,2021,3,2021-03,2021-03-01,Q1_2021,Tuesday,1,False,9,Mar,Spring,Income/Other,Income/Other,False,0.0,1.8018450252093186,False
2021-03-02,Kid industry.,Health & Fitness,130.49,Expense,2021,3,2021-03,2021-03-01,Q1_2021,Tuesday,1,False,9,Mar,Spring,Variable,Needs,False,300.0,1.4065212684662807,False
2021-03-04,Improve simple turn.,Rent,1898.53,Expense,2021,3,2021-03,2021-03-01,Q1_2021,Thursday,3,False,9,Mar,Spring,Fixed,Needs,False,1200.0,1.6769632961068714,False
2021-03-05,Million night your.,Rent,1328.91,Expense,2021,3,2021-03,2021-03-01,Q1_2021,Friday,4,False,9,Mar,Spring,Fixed,Needs,False,1200.0,0.6344239075035852,False
2021-03-05,Heavy what least mouth national.,Food & Drink,110.65,Expense,2021,3,2021-03,2021-03-01,Q1_2021,Friday,4,False,9,Mar,Spring,Variable,Needs,False,800.0,1.604888106126682,False
2021-03-07,Machine whatever everything fear walk.,Utilities,1576.09,Expense,2021,3,2021-03,2021-03-01,Q1_2021,Sunday,6,True,9,Mar,Spring,Fixed,Needs,False,350.0,1.1031593383112768,False
2021-03-07,Relate real major.,Entertainment,1176.9,Expense,2021,3,2021-03,2021-03-01,Q1_2021,Sunday,6,True,9,Mar,Spring,Variable,Wants,True,400.0,0.252475701946346,False
2021-03-08,Night various return explain.,Entertainment,663.83,Expense,2021,3,2021-03,2021-03-01,Q1_2021,Monday,0,False,10,Mar,Spring,Variable,Wants,True,400.0,0.6676813029092179,False
2021-03-09,Here woman stand west source.,Investment,2771.0,Income,2021,3,2021-03,2021-03-01,Q1_2021,Tuesday,1,False,10,Mar,Spring,Income/Other,Savings,False,0.0,0.1672065797193828,False
2021-03-09,Explain research.,Utilities,1975.18,Expense,2021,3,2021-03,2021-03-01,Q1_2021,Tuesday,1,False,10,Mar,Spring,Fixed,Needs,False,350.0,1.7901617649690853,False
2021-03-10,Pretty section degree still.,Utilities,228.75,Expense,2021,3,2021-03,2021-03-01,Q1_2021,Wednesday,2,False,10,Mar,Spring,Fixed,Needs,False,350.0,1.2161817865806803,False
2021-03-12,Receive case past only drug.,Utilities,39.57,Expense,2021,3,2021-03,2021-03-01,Q1_2021,Friday,4,False,10,Mar,Spring,Fixed,Needs,False,350.0,1.5418404577453904,False
2021-03-15,Point appear including.,Entertainment,1181.82,Expense,2021,3,2021-03,2021-03-01,Q1_2021,Monday,0,False,11,Mar,Spring,Variable,Wants,True,400.0,0.2612993955240045,False
2021-03-15,Race case.,Other,929.0,Income,2021,3,2021-03,2021-03-01,Q1_2021,Monday,0,False,11,Mar,Spring,Income/Other,Income/Other,False,0.0,1.4504400100698052,False
2021-03-16,Imagine various there.,Other,4809.0,Income,2021,3,2021-03,2021-03-01,Q1_2021,Tuesday,1,False,11,Mar,Spring,Income/Other,Income/Other,False,0.0,1.6800154443789668,False
2021-03-16,Sense expert experience.,Investment,4401.0,Income,2021,3,2021-03,2021-03-01,Q1_2021,Tuesday,1,False,11,Mar,Spring,Income/Other,Savings,False,0.0,1.4474459095853545,False
2021-03-17,Present discussion.,Health & Fitness,1031.34,Expense,2021,3,2021-03,2021-03-01,Q1_2021,Wednesday,2,False,11,Mar,Spring,Variable,Needs,False,300.0,0.12980991638670802,False
2021-03-17,Individual study value.,Investment,855.0,Income,2021,3,2021-03,2021-03-01,Q1_2021,Wednesday,2,False,11,Mar,Spring,Income/Other,Savings,False,0.0,1.3376637000494527,False
2021-03-18,Small control see the.,Travel,921.5,Expense,2021,3,2021-03,2021-03-01,Q1_2021,Thursday,3,False,11,Mar,Spring,Variable,Wants,True,500.0,0.2530239668019197,False
2021-03-19,Across nothing.,Food & Drink,1997.19,Expense,2021,3,2021-03,2021-03-01,Q1_2021,Friday,4,False,11,Mar,Spring,Variable,Needs,False,800.0,1.5496889891033843,False
2021-03-20,Expect writer myself management.,Shopping,1375.33,Expense,2021,3,2021-03,2021-03-01,Q1_2021,Saturday,5,True,11,Mar,Spring,Variable,Wants,True,600.0,0.719402378656138,False
2021-03-21,Life cover both class.,Salary,156.25,Income,2021,3,2021-03,2021-03-01,Q1_2021,Sunday,6,True,11,Mar,Spring,Income/Other,Income/Other,False,0.0,1.4628631010554634,False
2021-03-22,Responsibility add front.,Investment,1038.0,Income,2021,3,2021-03,2021-03-01,Q1_2021,Monday,0,False,12,Mar,Spring,Income/Other,Savings,False,0.0,1.1939313090276902,False
2021-03-22,Purpose cover particularly police if.,Other,3620.0,Income,2021,3,2021-03,2021-03-01,Q1_2021,Monday,0,False,12,Mar,Spring,Income/Other,Income/Other,False,0.0,0.7207083476419591,False
2021-03-22,Foreign husband believe word local.,Travel,912.89,Expense,2021,3,2021-03,2021-03-01,Q1_2021,Monday,0,False,12,Mar,Spring,Variable,Wants,True,500.0,0.268826357552141,False
2021-03-23,End dog.,Rent,1588.26,Expense,2021,3,2021-03,2021-03-01,Q1_2021,Tuesday,1,False,12,Mar,Spring,Fixed,Needs,False,1200.0,1.1090957772312322,False
2021-03-23,Few reveal activity president.,Investment,4023.0,Income,2021,3,2021-03,2021-03-01,Q1_2021,Tuesday,1,False,12,Mar,Spring,Income/Other,Savings,False,0.0,1.1505560527207304,False
2021-03-24,Property let.,Entertainment,833.49,Expense,2021,3,2021-03,2021-03-01,Q1_2021,Wednesday,2,False,12,Mar,Spring,Variable,Wants,True,400.0,0.36340734917231077,False
2021-03-25,Rather type thousand show.,Shopping,837.82,Expense,2021,3,2021-03,2021-03-01,Q1_2021,Thursday,3,False,12,Mar,Spring,Variable,Wants,True,600.0,0.2567692150364105,False
2021-03-26,Happen determine whatever.,Other,3060.0,Income,2021,3,2021-03,2021-03-01,Q1_2021,Friday,4,False,12,Mar,Spring,Income/Other,Income/Other,False,0.0,0.26889003462873434,False
2021-03-27,Lawyer writer health.,Health & Fitness,1907.65,Expense,2021,3,2021-03,2021-03-01,Q1_2021,Saturday,5,True,12,Mar,Spring,Variable,Needs,False,300.0,1.6242899969756217,False
2021-03-28,Serious soon stay seven.,Salary,143.6,Income,2021,3,2021-03,2021-03-01,Q1_2021,Sunday,6,True,12,Mar,Spring,Income/Other,Income/Other,False,0.0,1.484264712190188,False
2021-03-29,Land region back nor article.,Rent,869.43,Expense,2021,3,2021-03,2021-03-01,Q1_2021,Monday,0,False,13,Mar,Spring,Fixed,Needs,False,1200.0,0.2065332187831292,False
2021-03-30,Dark mr clearly take.,Health & Fitness,1625.42,Expense,2021,3,2021-03,2021-03-01,Q1_2021,Tuesday,1,False,13,Mar,Spring,Variable,Needs,False,300.0,1.1429681894593213,False
2021-04-01,Quite response.,Health & Fitness,1343.33,Expense,2021,4,2021-04,2021-04-01,Q2_2021,Thursday,3,False,13,Apr,Spring,Variable,Needs,False,300.0,0.6618851412990507,False
2021-04-02,Together knowledge.,Shopping,1737.5,Expense,2021,4,2021-04,2021-04-01,Q2_2021,Friday,4,False,13,Apr,Spring,Variable,Wants,True,600.0,1.3771391018568793,False
2021-04-03,Car indeed nor next.,Travel,1204.82,Expense,2021,4,2021-04,2021-04-01,Q2_2021,Saturday,5,True,13,Apr,Spring,Variable,Wants,True,500.0,0.26696829189177385,False
2021-04-03,How staff.,Entertainment,317.91,Expense,2021,4,2021-04,2021-04-01,Q2_2021,Saturday,5,True,13,Apr,Spring,Variable,Wants,True,400.0,1.2880658724994036,False
2021-04-03,Authority interest red must art.,Rent,706.73,Expense,2021,4,2021-04,2021-04-01,Q2_2021,Saturday,5,True,13,Apr,Spring,Fixed,Needs,False,1200.0,0.5043127183192316,False
2021-04-08,All important shoulder she.,Rent,1527.59,Expense,2021,4,2021-04,2021-04-01,Q2_2021,Thursday,3,False,14,Apr,Spring,Fixed,Needs,False,1200.0,0.9980553209506214,False
2021-04-08,Year him thank trade.,Shopping,1691.86,Expense,2021,4,2021-04,2021-04-01,Q2_2021,Thursday,3,False,14,Apr,Spring,Variable,Wants,True,600.0,1.2942523247994702,False
2021-04-09,Radio product.,Food & Drink,1221.9,Expense,2021,4,2021-04,2021-04-01,Q2_2021,Friday,4,False,14,Apr,Spring,Variable,Needs,False,800.0,0.2532881303031904,False
2021-04-11,President girl condition.,Travel,67.62,Expense,2021,4,2021-04,2021-04-01,Q2_2021,Sunday,6,True,14,Apr,Spring,Variable,Wants,True,500.0,1.8201953272896054,False
2021-04-11,More road development about.,Travel,1843.86,Expense,2021,4,2021-04,2021-04-01,Q2_2021,Sunday,6,True,14,Apr,Spring,Variable,Wants,True,500.0,1.4398323784215563,False
2021-04-12,Leg rest interest.,Utilities,1741.03,Expense,2021,4,2021-04,2021-04-01,Q2_2021,Monday,0,False,15,Apr,Spring,Fixed,Needs,False,350.0,1.3870907328662365,False
2021-04-13,Easy get every.,Shopping,148.47,Expense,2021,4,2021-04,2021-04-01,Q2_2021,Tuesday,1,False,15,Apr,Spring,Variable,Wants,True,600.0,1.5086973430934856,False
2021-04-18,Special information.,Food & Drink,192.6,Expense,2021,4,2021-04,2021-04-01,Q2_2021,Sunday,6,True,15,Apr,Spring,Variable,Needs,False,800.0,1.467855446891201,False
2021-04-19,Deal beyond almost.,Shopping,845.47,Expense,2021,4,2021-04,2021-04-01,Q2_2021,Monday,0,False,16,Apr,Spring,Variable,Wants,True,600.0,0.24287605455242323,False
2021-04-19,Scientist i doctor.,Health & Fitness,630.16,Expense,2021,4,2021-04,2021-04-01,Q2_2021,Monday,0,False,16,Apr,Spring,Variable,Needs,False,300.0,0.5543720725563146,False
2021-04-19,Cell year.,Rent,1767.85,Expense,2021,4,2021-04,2021-04-01,Q2_2021,Monday,0,False,16,Apr,Spring,Fixed,Needs,False,1200.0,1.4377879734309165,False
2021-04-19,Five our pull fly few.,Investment,1168.0,Income,2021,4,2021-04,2021-04-01,Q2_2021,Monday,0,False,16,Apr,Spring,Income/Other,Savings,False,0.0,1.0918263317991157,False
2021-04-21,Determine feel article we they.,Shopping,976.47,Expense,2021,4,2021-04,2021-04-01,Q2_2021,Wednesday,2,False,16,Apr,Spring,Variable,Wants,True,600.0,0.004967031885451683,False
2021-04-23,Quickly new another general poor.,Travel,438.98,Expense,2021,4,2021-04,2021-04-01,Q2_2021,Friday,4,False,16,Apr,Spring,Variable,Wants,True,500.0,1.1386185759536953,False
2021-04-23,Five indicate chance heavy senior.,Health & Fitness,865.53,Expense,2021,4,2021-04,2021-04-01,Q2_2021,Friday,4,False,16,Apr,Spring,Variable,Needs,False,300.0,0.15296643235112178,False
2021-04-24,Support feeling remain.,Salary,1058.6,Income,2021,4,2021-04,2021-04-01,Q2_2021,Saturday,5,True,16,Apr,Spring,Income/Other,Income/Other,False,0.0,0.06375696277211113,False
2021-04-27,None whose.,Entertainment,796.57,Expense,2021,4,2021-04,2021-04-01,Q2_2021,Tuesday,1,False,17,Apr,Spring,Variable,Wants,True,400.0,0.4296209196778312,False
2021-04-27,Care drug data position two.,Food & Drink,416.8,Expense,2021,4,2021-04,2021-04-01,Q2_2021,Tuesday,1,False,17,Apr,Spring,Variable,Needs,False,800.0,1.0929595078967558,False
2021-04-27,Movie stop.,Utilities,1530.68,Expense,2021,4,2021-04,2021-04-01,Q2_2021,Tuesday,1,False,17,Apr,Spring,Fixed,Needs,False,350.0,1.0249895515600902,False
2021-04-30,Help painting always.,Rent,25.38,Expense,2021,4,2021-04,2021-04-01,Q2_2021,Friday,4,False,17,Apr,Spring,Fixed,Needs,False,1200.0,1.7513444454791791,False
2021-05-02,Source onto provide.,Utilities,267.08,Expense,2021,5,2021-05,2021-05-01,Q2_2021,Sunday,6,True,17,May,Spring,Fixed,Needs,False,350.0,1.1501996697303614,False
2021-05-04,Decade trade field training.,Entertainment,1005.52,Expense,2021,5,2021-05,2021-05-01,Q2_2021,Tuesday,1,False,18,May,Spring,Variable,Wants,True,400.0,0.05488295767543391,False
2021-05-04,While bring yourself.,Health & Fitness,153.43,Expense,2021,5,2021-05,2021-05-01,Q2_2021,Tuesday,1,False,18,May,Spring,Variable,Needs,False,300.0,1.3673988425568313,False
2021-05-06,Receive region however.,Food & Drink,878.08,Expense,2021,5,2021-05,2021-05-01,Q2_2021,Thursday,3,False,18,May,Spring,Variable,Needs,False,800.0,0.32163034313601657,False
2021-05-07,Focus executive letter possible final.,Rent,1725.6,Expense,2021,5,2021-05,2021-05-01,Q2_2021,Friday,4,False,18,May,Spring,Fixed,Needs,False,1200.0,1.360460475856237,False
2021-05-07,Third letter sort reveal seven.,Shopping,1421.9,Expense,2021,5,2021-05,2021-05-01,Q2_2021,Friday,4,False,18,May,Spring,Variable,Wants,True,600.0,0.8039781281645418,False
2021-05-07,Have including none.,Rent,816.01,Expense,2021,5,2021-05,2021-05-01,Q2_2021,Friday,4,False,18,May,Spring,Fixed,Needs,False,1200.0,0.3043044595035876,False
2021-05-10,Administration network once.,Utilities,1604.63,Expense,2021,5,2021-05,2021-05-01,Q2_2021,Monday,0,False,19,May,Spring,Fixed,Needs,False,350.0,1.152288730821272,False
2021-05-11,Charge form here.,Health & Fitness,185.38,Expense,2021,5,2021-05,2021-05-01,Q2_2021,Tuesday,1,False,19,May,Spring,Variable,Needs,False,300.0,1.3129105466628943,False
2021-05-11,Nearly want front shake.,Entertainment,877.0,Expense,2021,5,2021-05,2021-05-01,Q2_2021,Tuesday,1,False,19,May,Spring,Variable,Wants,True,400.0,0.28537505088695875,False
2021-05-12,Leave run goal cause.,Rent,797.58,Expense,2021,5,2021-05,2021-05-01,Q2_2021,Wednesday,2,False,19,May,Spring,Fixed,Needs,False,1200.0,0.3380357205758086,False
2021-05-14,Contain threat wrong whatever.,Health & Fitness,450.93,Expense,2021,5,2021-05,2021-05-01,Q2_2021,Friday,4,False,19,May,Spring,Variable,Needs,False,300.0,0.8600352109935696,False
2021-05-14,Stuff avoid.,Rent,1025.86,Expense,2021,5,2021-05,2021-05-01,Q2_2021,Friday,4,False,19,May,Spring,Fixed,Needs,False,1200.0,0.07977069708922793,False
2021-05-15,Include successful.,Investment,3362.0,Income,2021,5,2021-05,2021-05-01,Q2_2021,Saturday,5,True,19,May,Spring,Income/Other,Savings,False,0.0,0.6313915146585173,False
2021-05-17,Religious across.,Utilities,480.18,Expense,2021,5,2021-05,2021-05-01,Q2_2021,Monday,0,False,20,May,Spring,Fixed,Needs,False,350.0,0.7833645770926634,False
2021-05-19,Health pay project pattern.,Investment,1921.0,Income,2021,5,2021-05,2021-05-01,Q2_2021,Wednesday,2,False,20,May,Spring,Income/Other,Savings,False,0.0,0.5004028867751423,False
2021-05-22,Administration mother in admit.,Rent,362.52,Expense,2021,5,2021-05,2021-05-01,Q2_2021,Saturday,5,True,20,May,Spring,Fixed,Needs,False,1200.0,1.1342984683826727,False
2021-05-23,Within admit spend purpose south.,Salary,933.27,Income,2021,5,2021-05,2021-05-01,Q2_2021,Sunday,6,True,20,May,Spring,Income/Other,Income/Other,False,0.0,0.14827971102354445,False
2021-05-24,Truth modern.,Salary,1365.46,Income,2021,5,2021-05,2021-05-01,Q2_2021,Monday,0,False,21,May,Spring,Income/Other,Income/Other,False,0.0,0.5829109859184842,False
2021-05-24,People education great.,Health & Fitness,1729.85,Expense,2021,5,2021-05,2021-05-01,Q2_2021,Monday,0,False,21,May,Spring,Variable,Needs,False,300.0,1.3210656148178133,False
2021-05-24,Health image.,Utilities,885.13,Expense,2021,5,2021-05,2021-05-01,Q2_2021,Monday,0,False,21,May,Spring,Fixed,Needs,False,350.0,0.0862746157428942,False
2021-05-25,Wrong difficult range.,Travel,1594.7,Expense,2021,5,2021-05,2021-05-01,Q2_2021,Tuesday,1,False,21,May,Spring,Variable,Wants,True,500.0,0.9825357838425621,False
2021-05-25,Behavior here.,Health & Fitness,1019.6,Expense,2021,5,2021-05,2021-05-01,Q2_2021,Tuesday,1,False,21,May,Spring,Variable,Needs,False,300.0,0.10978823895964032,False
2021-05-27,Argue act commercial matter.,Salary,84.84,Income,2021,5,2021-05,2021-05-01,Q2_2021,Thursday,3,False,21,May,Spring,Income/Other,Income/Other,False,0.0,1.5836764647812094,False
2021-05-27,Not teach believe month.,Travel,162.69,Expense,2021,5,2021-05,2021-05-01,Q2_2021,Thursday,3,False,21,May,Spring,Variable,Wants,True,500.0,1.645708301897789,False
2021-05-29,Deep test thought.,Rent,1233.87,Expense,2021,5,2021-05,2021-05-01,Q2_2021,Saturday,5,True,21,May,Spring,Fixed,Needs,False,1200.0,0.4604782182847085,False
2021-05-30,Another avoid understand.,Salary,1164.86,Income,2021,5,2021-05,2021-05-01,Q2_2021,Sunday,6,True,21,May,Spring,Income/Other,Income/Other,False,0.0,0.24353049630379847,False
2021-05-31,Probably conference sure administration debate.,Food & Drink,904.97,Expense,2021,5,2021-05,2021-05-01,Q2_2021,Monday,0,False,22,May,Spring,Variable,Needs,False,800.0,0.27666624055100036,False
2021-05-31,Up federal nor note.,Entertainment,649.84,Expense,2021,5,2021-05,2021-05-01,Q2_2021,Monday,0,False,22,May,Spring,Variable,Wants,True,400.0,0.6927714397286174,False
2021-06-02,Forward sense cause write right.,Utilities,1915.87,Expense,2021,6,2021-06,2021-06-01,Q2_2021,Wednesday,2,False,22,Jun,Summer,Fixed,Needs,False,350.0,1.6880642082147823,False
2021-06-02,Approach join stuff future.,Health & Fitness,1964.95,Expense,2021,6,2021-06,2021-06-01,Q2_2021,Wednesday,2,False,22,Jun,Summer,Variable,Needs,False,300.0,1.7220107905506632,False
2021-06-03,Ahead event yeah make.,Investment,820.0,Income,2021,6,2021-06,2021-06-01,Q2_2021,Thursday,3,False,22,Jun,Summer,Income/Other,Savings,False,0.0,1.365153501610992,False
2021-06-06,Wait it quickly produce beat.,Salary,1982.06,Income,2021,6,2021-06,2021-06-01,Q2_2021,Sunday,6,True,22,Jun,Summer,Income/Other,Income/Other,False,0.0,1.6260914938766848,False
2021-06-06,Require bank child.,Utilities,734.16,Expense,2021,6,2021-06,2021-06-01,Q2_2021,Sunday,6,True,22,Jun,Summer,Fixed,Needs,False,350.0,0.34615774073357125,False
2021-06-06,First blood accept final.,Shopping,823.45,Expense,2021,6,2021-06,2021-06-01,Q2_2021,Sunday,6,True,22,Jun,Summer,Variable,Wants,True,600.0,0.28286656355339046,False
2021-06-09,Bill beautiful issue.,Food & Drink,1580.56,Expense,2021,6,2021-06,2021-06-01,Q2_2021,Wednesday,2,False,23,Jun,Summer,Variable,Needs,False,800.0,0.8530213037186574,False
2021-06-11,Mention billion bed never others.,Rent,666.08,Expense,2021,6,2021-06,2021-06-01,Q2_2021,Friday,4,False,23,Jun,Summer,Fixed,Needs,False,1200.0,0.5787118372875325,False
2021-06-11,Activity including single right.,Shopping,575.45,Expense,2021,6,2021-06,2021-06-01,Q2_2021,Friday,4,False,23,Jun,Summer,Variable,Wants,True,600.0,0.7332592171519321,False
2021-06-14,Occur college herself.,Utilities,673.39,Expense,2021,6,2021-06,2021-06-01,Q2_2021,Monday,0,False,24,Jun,Summer,Fixed,Needs,False,350.0,0.45076857404935217,False
2021-06-15,Feeling manage as.,Utilities,1834.33,Expense,2021,6,2021-06,2021-06-01,Q2_2021,Tuesday,1,False,24,Jun,Summer,Fixed,Needs,False,350.0,1.5476994336785181,False
2021-06-16,Inside machine baby.,Shopping,266.61,Expense,2021,6,2021-06,2021-06-01,Q2_2021,Wednesday,2,False,24,Jun,Summer,Variable,Wants,True,600.0,1.29414335883489,False
2021-06-20,Result many pattern.,Rent,626.07,Expense,2021,6,2021-06,2021-06-01,Q2_2021,Sunday,6,True,24,Jun,Summer,Fixed,Needs,False,1200.0,0.6519396048132822,False
2021-06-20,Career according.,Health & Fitness,1628.24,Expense,2021,6,2021-06,2021-06-01,Q2_2021,Sunday,6,True,24,Jun,Summer,Variable,Needs,False,300.0,1.1477774850593496,False
2021-06-22,Success here television key.,Rent,1295.59,Expense,2021,6,2021-06,2021-06-01,Q2_2021,Tuesday,1,False,25,Jun,Summer,Fixed,Needs,False,1200.0,0.5734404230257549,False
2021-06-23,Carry fly water cut fire.,Health & Fitness,46.28,Expense,2021,6,2021-06,2021-06-01,Q2_2021,Wednesday,2,False,25,Jun,Summer,Variable,Needs,False,300.0,1.5501350211181875,False
2021-06-24,Fact reason make office.,Entertainment,690.05,Expense,2021,6,2021-06,2021-06-01,Q2_2021,Thursday,3,False,25,Jun,Summer,Variable,Wants,True,400.0,0.6206574725014513,False
2021-06-26,Heavy staff hotel box.,Entertainment,460.82,Expense,2021,6,2021-06,2021-06-01,Q2_2021,Saturday,5,True,25,Jun,Summer,Variable,Wants,True,400.0,1.0317662690068812,False
2021-06-27,Or nation race.,Investment,2923.0,Income,2021,6,2021-06,2021-06-01,Q2_2021,Sunday,6,True,25,Jun,Summer,Income/Other,Savings,False,0.0,0.28659086078663903,False
2021-06-28,Well left.,Rent,1020.3,Expense,2021,6,2021-06,2021-06-01,Q2_2021,Monday,0,False,26,Jun,Summer,Fixed,Needs,False,1200.0,0.06959458143206312,False
2021-06-28,Something story attorney summer.,Food & Drink,1327.24,Expense,2021,6,2021-06,2021-06-01,Q2_2021,Monday,0,False,26,Jun,Summer,Variable,Needs,False,800.0,0.42943236854438055,False
2021-06-28,Cause field education child.,Utilities,1198.52,Expense,2021,6,2021-06,2021-06-01,Q2_2021,Monday,0,False,26,Jun,Summer,Fixed,Needs,False,350.0,0.45320191960073875,False
2021-06-28,Available wrong look husband.,Investment,1856.0,Income,2021,6,2021-06,2021-06-01,Q2_2021,Monday,0,False,26,Jun,Summer,Income/Other,Savings,False,0.0,0.5514553753894296,False
2021-06-29,Myself so growth time.,Food & Drink,827.61,Expense,2021,6,2021-06,2021-06-01,Q2_2021,Tuesday,1,False,26,Jun,Summer,Variable,Needs,False,800.0,0.406023733149619,False
2021-07-04,Point be shoulder price great.,Entertainment,1939.48,Expense,2021,7,2021-07,2021-07-01,Q3_2021,Sunday,6,True,26,Jul,Summer,Variable,Wants,True,400.0,1.620112337810372,False
2021-07-04,Worker quality hundred sell whole.,Salary,475.67,Income,2021,7,2021-07,2021-07-01,Q3_2021,Sunday,6,True,26,Jul,Summer,Income/Other,Income/Other,False,0.0,0.9224597312014111,False
2021-07-04,Action else.,Salary,1808.91,Income,2021,7,2021-07,2021-07-01,Q3_2021,Sunday,6,True,26,Jul,Summer,Income/Other,Income/Other,False,0.0,1.3331516545108686,False
2021-07-06,Newspaper reach determine hear leg.,Other,4282.0,Income,2021,7,2021-07,2021-07-01,Q3_2021,Tuesday,1,False,27,Jul,Summer,Income/Other,Income/Other,False,0.0,1.2548221390968786,False
2021-07-07,General agency bit.,Shopping,1010.78,Expense,2021,7,2021-07,2021-07-01,Q3_2021,Wednesday,2,False,27,Jul,Summer,Variable,Wants,True,600.0,0.057343338860378706,False
2021-07-09,Break wait.,Utilities,1635.61,Expense,2021,7,2021-07,2021-07-01,Q3_2021,Friday,4,False,27,Jul,Summer,Fixed,Needs,False,350.0,1.2056183937490794,False
2021-07-09,Find lay deal lot.,Utilities,1747.27,Expense,2021,7,2021-07,2021-07-01,Q3_2021,Friday,4,False,27,Jul,Summer,Fixed,Needs,False,350.0,1.3978324080331028,False
2021-07-10,Just recent.,Other,3540.0,Income,2021,7,2021-07,2021-07-01,Q3_2021,Saturday,5,True,27,Jul,Summer,Income/Other,Income/Other,False,0.0,0.6561628743543556,False
